gene,SI_P1,SI_P3,SI_P4,SI_P5,SI_P8,SI_N2,SI_N3,SI_N4,SI_N5,SI_N7,SI_N8
Usp18,41.72,16.49,22.25,11.69,36.19,17.26,17.87,34.28,24.13,27.46,53.13
Usp19,75.77,51.22,55.34,47.3,54.26,44,49.32,70.37,41.23,38.62,46.11
Usp21,10.26,9.27,7.97,10.05,12.91,3.57,8.29,13.82,5.83,9.98,11.92
Usp22,19.54,17,23.88,12.07,25.68,7.45,9.79,18.66,13.39,19.38,25.97
Usp24,3.64,2.93,6.42,4.33,9.09,4.97,5.22,6.72,4.31,5.89,5.9
Usp25,23.17,16.91,17.12,21.57,22.15,14.23,20.67,14.15,24.68,20.6,21.27
Usp3,108.59,84.98,111.08,108.36,152.21,62.92,40.49,72.44,78.59,110.25,117.39
Usp31,0.85,1.25,0.56,0.8,1.74,1.12,0.75,3.64,0.92,1.56,0.83
Usp32,44.18,29.81,39.28,37.38,30.93,32.27,19.52,18.23,13.35,21.22,19.48
Usp33,18.61,8.52,28.19,16.81,18.67,10.08,10.34,16.29,15.05,15.9,11.77
Usp34,3.73,6.06,4.66,2.89,7.75,5.34,5.67,2.44,5.66,42.31,5.26
Usp36,27.57,22.98,23.19,30.26,21.28,24.61,15.82,16.87,14.45,15.72,21.76
Usp37,14.75,13.71,10.84,12.34,11.87,8.47,8.94,5.93,8.97,9.32,5.73
Usp38,29.94,31.91,16.14,24.08,29.53,13.74,13.28,20.71,10.53,19.94,17.19
Usp39,22.05,8.51,15.74,7.09,10.02,9.35,10.48,15.37,5.51,10.13,6.8
Usp4,74.05,44.53,41.45,61.61,55.12,65.57,35.77,51.19,53.97,63.38,63.51
Usp42,5.11,5.04,10.86,3.59,6.23,4.17,1.64,5.51,5.62,6.73,6.58
Usp45,9.84,3.06,3.56,9.99,5.55,2.22,3.06,5.68,10.38,3.65,7.1
Usp46,9.95,4.28,9.96,3.11,9.62,3.62,6.69,5.29,1.65,3.61,7.38
Usp47,19.17,21.11,14.46,11.71,16.63,18.93,7.73,8.82,6.32,12.5,12.46
Usp48,25.65,22.39,43.59,10.93,25.12,21.38,8.47,34.55,20.38,16.22,17.81
Usp49,0.56,0.96,1.11,4.98,1.31,0.91,0.79,1.03,4.08,1.66,3.3
Usp53,4.3,1.46,2.55,3.32,2.38,2.84,0.1,2.55,3.74,1.71,0
Usp6nl,1.52,4.24,1.53,2.69,3.37,1.31,2.49,0.99,2.5,2.55,1.64
Usp7,29.8,24.16,43.54,32.52,28.23,34.77,22.9,23.39,21.33,26.19,20.91
Usp8,12.5,25.98,23.56,21.84,25.73,11.85,15.64,15.28,15.92,14.04,16.85
Usp9x,14.72,22.55,14.68,29.15,12.75,22.91,25.98,22.86,11.56,19.51,6.99
Uspl1,55.5,43.94,51.69,35.21,23.1,23.39,39.79,36.38,25.88,16.73,18.48
Utp11,16.3,25.71,29.77,18.82,31.9,18.35,21.8,23.22,21.57,20.5,24.73
Utp14a,27.95,18.74,22.28,23.67,27.86,8.92,12.57,21.51,10.08,13.39,11.52
Utp15,6.16,8.57,7.75,4.07,5.51,10.25,9.14,9.97,12.52,11.93,3.69
Utp18,3.36,3.32,2.13,4.48,8.62,5.72,5.63,2.06,6.42,5.44,3.08
Utp23,12.32,12.28,25.67,20.19,9.26,22.27,21.1,18.27,17.89,10.69,5.22
Utp25,5.31,1.47,3.12,6.18,0.46,1.57,1.19,0.79,2.27,2.58,3.32
Utp3,61.77,80.99,95.12,63.55,45.12,78.14,67.53,95.95,66.47,65.24,63.63
Utp4,23.54,19.19,11.7,10.7,36.34,15.19,18.16,12.74,13.24,16.8,9.66
Utp6,4.05,12.76,7.66,5.46,8.13,5.71,7.36,9.23,7.27,7.92,22.42
Utrn,45.9,55.31,34.47,58.58,43.33,32.58,28.49,36.04,27.94,24.68,35.88
Uty,7.54,18.5,8.38,10.52,8.88,10.46,9.67,9.68,4.23,8.14,4.8
Uvrag,27.64,22.83,27.75,34.6,25.53,26.97,22.4,43.12,17.42,21.48,19.82
Uvssa,9.3,6.77,12.7,7.31,14.51,5.37,6.81,4.82,3.01,5.11,6.42
Uxs1,12.46,15.2,17.69,12.17,16.58,7.98,1.02,11.45,6.96,16.14,7.18
Uxt,41.68,34.54,47.83,53.25,27.75,46.12,50.93,12.29,53.33,23.68,11.92
Vac14,8.8,6.46,3.36,6.41,3.84,6.16,7.83,5.37,3.2,3.36,2.94
Vamp1,16.52,8.7,15.64,12.97,7.84,7.1,1.92,5.43,4.58,5.19,3.29
Vamp2,163.64,127.85,118.07,79.42,185.15,77.15,90.27,107.94,69.59,136.56,121.07
Vamp3,71.77,129.78,126.66,97.89,80.04,112.48,104.55,94.18,81.1,83.25,96.33
Vamp4,208.75,207.31,133.03,181.6,174.7,161.4,140.69,112.75,122.61,182.32,162.57
Vamp8,355.88,423.28,352.11,465.68,345.1,295.21,342.97,351.88,363.99,286.8,310.88
Vapa,23.37,25.4,16.78,25.36,15.62,18.17,27.16,18.66,25.64,28.27,22.75
Vars,10.81,9.54,13.68,10.51,21.7,21.1,24.57,10.33,12.71,8.99,25.43
Vasp,280.85,358.04,306.72,386.34,322.89,661.99,751.62,542.87,896.43,597.73,688.39
Vat1,0.45,1.44,0,1,4.07,2.34,2.07,2.66,2.34,2.22,1.45
Vav1,24.82,31.25,34.43,27.78,35.97,20.99,28.03,22.13,17.25,20.37,11.07
Vav2,34.99,21.41,39.79,35.81,25.73,9.16,17.62,11.29,9.11,16.38,14.7
Vav3,1.97,2.72,3.57,6.41,3.52,4.41,7.54,5.14,6.9,6.4,9.9
Vbp1,174.2,233.83,197.7,246.04,199.66,186.1,181.29,200.77,173.84,146.27,145.04
Vcam1,8.43,0,13.28,0,2.7,13.76,8.7,39.08,3.76,5.48,10.65
Vcl,19.18,23.5,17.86,22.7,18.01,26.93,15.45,30.53,22.1,37.91,31.15
Vcp,60.77,114.08,99.09,83.91,54.66,72.3,70.51,46.43,53.07,45.22,68.18
Vcpip1,6.09,15.74,10.41,10.05,9.24,6.17,4.81,5.5,5.08,6.28,4.98
Vdac1,25.37,24.03,24.1,30.29,39.45,18.1,18.06,27.12,29.8,27.93,23.88
Vdac2,159.86,270.95,232.35,193.65,208.92,189.33,247.85,230.73,239.63,219.94,186.27
Vdac3,67.86,56.84,53.25,65.31,63.19,77.71,116.11,83.08,99.99,100.57,95.48
Vegfa,30.8,6.47,6.88,14.4,8.39,7.61,10.02,9.19,23.69,16.54,21.07
Vezf1,21.34,23.89,15.24,23.76,17.7,19.78,27.26,22.34,25.7,20.53,24.27
Vgll4,11.93,1.62,7.37,4.18,5.43,9.41,8.47,9.75,3.61,7.85,8.86
Vhl,23.39,29.63,38.88,19,22.06,26.8,24.33,21.52,39.55,19.39,29.21
Vill,68.25,146.65,75.27,91.79,48.25,70.88,70.11,80.19,62.56,79.2,84
Vim,40.75,26.12,24.28,5.02,34.74,23.41,18.38,37.81,21.71,20.03,28.98
Vipas39,17.36,8.69,15.99,14.47,9.14,10.93,14.04,17.71,7.37,6.99,10.74
Virma,22.01,16.96,15.1,12.91,31.78,15.07,12.01,14.24,9.55,14.2,19.27
Vkorc1,25.02,43.01,50.11,34.47,46.17,35.75,24.74,43.37,16.43,32.27,8.84
Vkorc1l1,2.23,4.98,4.25,1.32,5.52,4.97,0.76,1.32,4.55,5.17,0.91
Vma21,10.75,13.1,7.43,8.61,11.1,10.92,8.45,9.06,14.07,7.89,5.75
Vmac,4.32,3.2,3.61,3.25,3.54,2.59,0.68,2.16,0,3.94,0
Vmn2r76,0.95,0.26,0.67,0.77,0.67,0.13,0.52,0.17,0.23,0.13,0.16
Vmn2r97,5.44,2.83,2.57,3.37,8.55,2.39,3.55,2.78,1.78,3.1,2.45
Vmp1,203.15,157.5,184.66,110.98,179.48,189.71,136,131.96,91.78,132.98,149.11
Vopp1,24.27,25.37,24.98,27.84,34.73,35.09,25.74,14.15,12.84,27.34,14.44
Vps11,50.61,19.72,43.46,26.25,33.54,36.35,19.03,33.93,15.82,22.7,17.76
Vps13a,6.83,11.9,4.48,4.86,11.3,3.15,3.64,8.43,8.6,6.92,5.46
Vps13b,14.72,14.53,16.37,19.54,33.49,16.58,14.71,27.6,8.38,22.29,22.21
Vps13c,5.35,3.6,2.75,3.97,3.75,1.46,0.3,2,3.68,2.05,5.69
Vps13d,18.23,15.31,14.85,9.4,12.11,30.16,17.26,14.52,20.36,15.11,27.73
Vps16,47.92,76.73,75.37,54.04,56.88,65.45,94.12,126.17,83.8,63.92,83.98
Vps18,53.12,32.52,56.26,40.57,59.23,33.01,15.29,47.86,24.57,27.54,30.12
Vps25,87.27,126.74,129.75,127.66,125.21,113.84,74.34,103.97,109.05,78.68,100.33
Vps26a,101.44,92.6,139.16,83.69,80.25,101.64,95.18,109.89,56.33,52.44,76.49
Vps26b,9.76,10.1,7.36,15.39,15.38,4.41,3.46,11.07,1.51,21.27,14.95
Vps26c,17.53,14.46,48.31,41.84,17.35,10.47,10.08,18.32,13.94,9.13,19.25
Vps28,173.5,254.63,194.71,261.03,180.73,196.84,234.04,186.82,242.47,174.94,267.42
Vps29,101,140.39,139.9,140.92,114.62,101.6,180.11,169.38,153.22,123.72,136.6
Vps33a,15.71,17.67,11.51,17.22,33.31,16.76,16.26,10.71,6.48,15.99,22.69
Vps33b,8.14,5.72,6.5,6.72,11.17,3.41,2.86,4.24,1.76,5.73,7.46
Vps35,22.5,58.74,47.82,52.12,41.6,40.05,45.32,52.44,31.34,26.26,41.41
Vps35l,43.27,40.4,52.44,53.19,29.38,19.54,26.85,27.47,37.62,29.34,31.27
Vps36,26.14,25.25,22.26,21.11,25.86,14.84,19.06,32.33,26.85,17.75,20.71
Vps37a,28.55,28.75,4.08,25.71,28.96,27.15,15.67,22.45,7.71,17.45,22.89
Vps37b,30.86,39.42,39.17,74.19,51.27,39.03,34.91,52.17,17.78,50.41,44.59
Vps37c,23.29,26.76,26.66,26.23,29.59,24.05,25.35,22.69,31.45,24.64,26.56
Vps39,8.19,5.12,7.26,9.1,10.14,3.1,4.78,7.44,1.33,2.04,6.26
Vps41,23.64,13.45,23.45,30.09,18.07,19.33,14.41,22.91,12.62,18.93,16.05
Vps45,3.56,30.9,5.01,5.91,1.26,4.89,6.54,35.49,3.53,4.69,8.27
Vps4a,45.47,44.99,19.2,21.59,32.29,21.75,21.69,44.79,30.04,28.42,17.31
Vps4b,89.82,115.44,85.27,112.86,78.28,90.48,65.8,60.89,71.81,46,50.29
Vps50,5.26,1.81,4.52,6.18,3.46,6.17,1.5,7.3,1.94,5.51,1.37
Vps51,41.74,60.21,50.55,45,47.19,61.51,41.5,68.24,50.11,42.21,45.82
Vps52,14.61,24.4,11.02,12.46,27.58,12.34,14.53,15.08,10.71,11.56,9.59
Vps53,23.23,50.07,32.77,37.98,21.21,43.53,36.53,48.53,51.48,19.91,37.77
Vps54,19.16,9.51,8.94,7.78,8.07,10.77,6.67,13.56,9.12,10.93,13.23
Vps72,46.35,35.12,39.86,37.53,38.12,26.29,46.13,29.13,33.58,25.38,33.55
Vps8,2.53,10.11,6.64,5.59,11.61,3.65,3.55,7.46,7.46,6.71,2.67
Vps9d1,12.25,6.59,15.05,7.92,26.76,22.35,7.91,9.88,12.16,22.33,12.52
Vrk1,107.46,102.17,69.35,119.49,103.9,100.61,117.58,98.15,116.83,77.47,114.44
Vrk2,14.64,18.05,13.17,11.06,23.96,9.16,13.98,16.66,4.86,12.1,20.91
Vrk3,80.9,58.31,56.4,58.22,61.44,39.95,54.59,67.99,66.04,39.06,42.67
Vsig10,11.32,21.4,24.61,19.11,7.94,4.87,9.19,8.62,19.18,5.51,4.23
Vsir,187.61,207.58,218.52,242.61,287.03,146.7,96.44,203.54,111.48,179.79,139.83
Vta1,154.03,270.27,187.21,216.47,148.35,157.92,132.97,227.6,140.92,145.58,165.78
Vti1a,22.93,25.49,28,18.26,31.87,18.49,19.85,19.46,26.66,23.98,19.29
Vti1b,102.48,130.05,105.97,77.34,65.55,67.24,109.84,83.28,89.19,100.8,64.61
Vwa5a,6.26,0.92,4.55,10.33,6.29,2.25,4.61,4.65,4.64,3.94,4.64
Vwa8,6.73,1.97,3.46,3.86,10.54,3.56,2.37,2.72,4.83,5.94,2.55
Wac,42.93,34,30.38,37.37,34.43,29.7,34.38,36.95,18.54,17.63,28.91
Wapl,34.96,31.5,26.98,38.18,20.46,23.29,35.65,29.79,36.87,14.75,22.42
Wars,12.66,23.24,12.93,5.78,24.3,12.8,27.97,5.37,7.63,11.55,17.07
Was,48.81,58.32,59.63,54.98,85.83,60.28,63.62,41.55,46.07,76.55,78.4
Wasf2,24.33,97.92,27.18,20.82,34.9,21.99,23.39,49.01,24.29,34.85,26.87
Washc1,12.31,2.31,2.14,6.95,5.54,5.95,1.96,5.82,8,15.69,16.79
Washc2,93.27,53.13,55.44,60.11,86.68,61.86,33.08,38.86,32.9,33.65,31.54
Washc3,62.06,46,56.44,103.07,70.93,54.7,59.81,55.62,46.75,52.96,65.05
Washc4,26.52,28.67,17.46,15.98,41.18,32.34,17.24,26.6,12.12,31.86,13.14
Washc5,7.19,11.23,4.41,8.28,14.58,5.8,9.56,13.89,6.93,11.61,5.88
Wasl,4.77,9.06,2.71,7.14,11.76,5.61,9.66,5.39,8.39,12.79,9.36
Wbp1,9.73,14.78,1.61,37.01,18.48,15.49,6.42,26.6,3.23,11.94,20.27
Wbp11,41.7,37.64,33.49,51.93,44.07,29.54,34.04,33.96,25.02,31.91,34.02
Wbp1l,54.08,60.34,50.29,52.46,79.86,43.3,45.2,43.66,36.2,42.61,45.93
Wbp2,227.59,326.27,266.99,241.11,319.94,236.96,224.44,198.93,158.09,199.33,211.12
Wbp4,9.92,17.45,10.14,10.62,11.95,15.75,17.02,12.8,11.75,12.9,5.73
Wdfy1,42.5,30.56,38.32,26.91,37.63,32.57,21.55,28.97,11.31,28.22,24.59
Wdfy2,11.35,2.88,9.26,12.62,6.92,3.42,3.22,9.33,6.97,7.73,6.22
Wdfy3,6.23,1.82,0.92,3.39,1.36,1.47,1.9,1.34,0.4,0.45,1.84
Wdfy4,6.01,11.81,22.83,5.22,5.72,9.49,13.26,20.11,6.7,10.61,26.5
Wdr1,301.7,330.88,261.85,316.27,327.81,293.82,334.22,275.46,206.02,237.39,202.32
Wdr11,13.56,3.76,3.36,6.51,12.12,4.51,2.1,3.77,5.21,5.41,9.43
Wdr12,3.81,1.28,5.58,1.16,3.48,3.39,2.32,4.91,7.52,11.44,2
Wdr13,7.17,7.73,11.3,8.78,13.57,8.8,10.51,10.7,5.1,5.65,6.44
Wdr18,3.27,8.63,10.89,7.11,9.69,5.41,25.88,6.88,10.44,3.34,4.8
Wdr20,19.55,26.32,25.56,26.09,12.33,21.77,24.27,12.14,16.2,16.62,9.58
Wdr24,8.87,3.8,5.21,9.03,13.56,5.45,6.65,3.21,5.19,5.68,8.55
Wdr26,45.92,62.6,43.55,41.63,22.17,32.99,41.01,78.06,54.95,52.54,36.24
Wdr3,8.63,11.28,19.31,13.05,10.95,14.45,15.4,8.49,3.95,9.07,5.59
Wdr33,63.12,88.66,107.31,87.12,101.49,58.92,80.33,68.62,64.9,85.49,61.82
Wdr36,8.56,7.88,8.61,9.46,9.79,1.62,7.43,11.56,7.45,14.6,3.68
Wdr37,13.75,30.99,21.79,21.73,24.68,20.82,24.62,21.59,23.39,12.96,24.17
Wdr4,5.48,7.63,4.34,8.84,2.35,10.57,10.76,46.24,7.44,9.66,6.94
Wdr41,22.53,24.81,22.55,16.79,30.81,17.28,6.77,9.91,10,14.28,14.01
Wdr43,6.71,49.72,13.98,25.33,22.16,33.85,32.42,20.39,34.04,40.18,29.61
Wdr44,6.36,6.13,4.8,9.11,17.32,5.29,4.52,9.05,11.78,8.78,15.76
Wdr45,12.83,10.43,17.2,9.69,16.47,6.82,11.84,14.21,0,8.85,10.7
Wdr45b,46.59,64.83,45.36,53.44,40.91,47.03,42.05,57,33.61,29.18,51.37
Wdr46,6.03,3.37,3.56,3.79,2.75,5.47,6.45,4.34,2.56,3.75,2.37
Wdr47,23.66,11.59,9.79,8.05,10.34,2.81,2.16,7.16,8.32,6.76,8.61
Wdr48,29.46,19.87,30.38,16.21,24.94,18.91,17.69,13.36,8.48,24.25,12.63
Wdr5,32.38,35.81,34.59,26.09,25.57,28.01,25.9,26.21,15.45,28.98,31.26
Wdr53,9.65,25.08,18.61,14.32,11.98,10.61,9.91,13.55,25.25,15.26,8.41
Wdr55,10.86,17.19,2.48,18.5,4.9,8.71,4.71,15.05,9.03,5.79,15.74
Wdr6,11.46,4.06,9.06,5.57,10.83,3.73,2.45,3.84,3.56,7.73,6.07
Wdr61,46.77,53.98,45.77,46.46,46.69,75.97,47.54,48.26,45.95,69.41,32.41
Wdr7,3.42,4.34,2.16,2.96,3.13,3.52,3.83,1.5,3.49,1.95,7.32
Wdr70,34.43,34.05,23.71,31.48,25.89,19.46,25.55,40.93,26.07,39.06,24.71
Wdr73,15.8,7.94,5.98,13,9.17,6.37,4.08,4.85,5.22,3.65,8.96
Wdr74,18.85,24.87,26.58,29.85,20.05,36.04,47.74,33.21,32.28,67.99,26.87
Wdr75,5.6,6.23,8.26,6.46,3.43,5.41,14.67,23.36,8.19,18.36,10.28
Wdr77,23.45,20.11,18.95,15.27,14.2,8.02,15.35,18.34,17.41,19.79,18.06
Wdr81,9.09,10.99,15.71,10.32,13.79,6.06,5.3,7.29,2.21,6.25,7.11
Wdr82,21.6,18.29,19.84,28.06,32.48,11.32,17.03,21.41,19.64,22.17,17.76
Wdr83os,20,33.49,29.49,43.52,20.96,37.74,40.85,53.29,70.96,44.31,51.17
Wdr90,9.25,1.59,4.05,2.04,2.7,1.23,1.25,3.7,0.39,1.85,2.59
Wdr91,17.35,13.94,9.92,4.8,25.4,13.96,8.45,16.77,11.93,19.07,16.49
Wdsub1,17.89,9.67,15.75,6.14,11.61,11.79,9.06,2.03,2.09,9.79,9.27
Wdtc1,9.02,5.16,11.13,6.22,10.05,8.53,5.98,4.74,7.53,9.87,5.45
Wdyhv1,33.07,27.85,19.52,27.93,25.62,14.86,15.56,26.26,24.28,35.99,24.89
Whamm,5.18,2.62,4.35,3.56,4.1,4.55,1.43,3.73,2.88,2.07,3.13
Wipf1,61.52,48.67,45.4,47.57,57.28,48.44,23.56,40.59,43.56,66.05,54.01
Wipf2,10.87,11.95,6.71,8.47,7.69,11.45,9.14,6.72,8.81,5.24,6.92
Wipi2,6.59,10.9,3.84,6.51,11,3.74,2.87,10.76,2.12,6.76,8.62
Wiz,4.01,1.52,3.72,3.73,5.14,4.8,2.42,1.64,4.16,4.48,4.75
Wls,27.09,43.74,31.17,34.03,55.94,22.45,23.73,24.41,19.12,25.8,20.98
Wnk1,117.88,171.5,98.73,175.12,140.69,151.66,113.89,106.81,122.48,136.67,111.97
Wnt11,30.86,20.8,11.81,20.5,28.11,8.35,3.6,5.84,7.72,24.53,10.17
Wrap53,7.75,5.95,4.56,12.24,13.33,6.5,4.18,10.17,7.64,3.78,11.62
Wrap73,17.82,6.84,27.34,20.19,20.03,3.36,5.37,14.02,14.24,16.88,3.12
Wrn,3.99,4.09,5.19,2.73,9.12,1.94,4.04,2.48,1.8,3.26,5.41
Wrnip1,6.41,6.33,5.97,2.8,1.5,5.81,7.42,5.88,7.6,7.62,7.73
Wsb1,402.15,311.54,417.51,356.48,405.65,352.72,228.92,425.61,248.61,392.47,349.69
Wsb2,129.23,139.17,124.16,155.6,109.25,69.83,58.9,64.81,74.81,58.45,38.45
Wtap,33.24,47.79,35.22,35.23,48.41,42.65,58.94,51.52,58.52,37.75,49
Wwp1,3.45,1.25,0.98,8.61,3.4,0.86,3.88,2.88,1.73,4.6,5.41
Wwp2,73.05,94.71,64.55,33.28,58.91,65.69,58,35.47,34.64,39.18,41.89
Xab2,85.47,98.85,94.12,78.51,90.79,60.66,76.84,67.27,53.26,43.4,44.75
Xaf1,7.01,10.29,13.53,22.08,27.1,12.55,5.13,7.17,18.31,1.19,31.58
Xbp1,169.13,200.18,156.95,184.56,187.15,127.8,185.38,139.46,90.99,100.86,110.86
Xdh,22.25,18.53,13.04,4.17,19.12,7.7,9.26,13.18,3.37,11.84,8.53
Xiap,14.74,24.15,14.24,14.22,11.23,10.66,14.45,7.64,20.02,17.15,13.53
Xlr4b,30.99,19.42,18.09,13.72,25.66,19.46,17.86,5.9,5.19,16.61,23.32
Xpa,20.26,11.95,17.08,32.59,35.46,22.08,16.51,0,7.72,39.42,14.71
Xpc,6.01,3.85,9.16,3.51,10.65,5.94,3.56,3.21,0.95,6.21,7.72
Xpnpep1,30.77,21.56,8.63,10.25,16.31,9.78,15.64,14.5,18.84,17.96,13.33
Xpnpep3,7.08,1.64,15.66,2.69,11.76,0.5,7.67,5.57,1.96,4.99,2.77
Xpo1,36.04,27.21,21.72,25.54,27.03,20.35,11.64,24.32,12.49,21.89,11.86
Xpo4,9.78,8.64,16.28,6.57,8.3,14.43,11.56,14.57,6.93,3.47,12.69
Xpo5,4.24,7.01,3.5,4.06,7.69,3.2,3.59,2.51,2.75,7.36,4.57
Xpo6,127.39,121.11,132.09,98.82,73.1,119.04,118.51,83.98,71.64,86.72,99.97
Xpo7,11.19,4.83,7.75,9.82,8.67,4.15,3.68,7.26,3.66,5.26,10.31
Xpot,14.05,4.04,4.81,18.78,10.11,1.41,2.76,4.33,9.23,10.97,13.09
Xpr1,33.03,15.89,21.26,16.2,14.75,14.68,7.91,21.88,10.71,21.68,15.24
Xrcc1,11.64,31.45,31.35,34.64,25.99,3.42,16.03,19.43,9.21,20.96,6.23
Xrcc4,8.9,16.7,9.66,15.64,15.63,6.94,16.83,6.17,0.99,13.18,7.75
Xrn1,5.48,10.16,5.41,3.55,3.92,3.96,1.48,3.13,2.93,3.33,4.89
Xrn2,28.33,37.21,25,30.9,31.56,18.72,24.79,18.97,16.59,29.57,25.54
Xxylt1,2.28,3.73,3.28,3.58,1.68,2.73,1.61,3.19,0,2.59,2.41
Xylt1,0.83,0.86,1.05,1.18,1.68,3.81,1.69,1.67,0.38,3.45,2.35
Xylt2,1.95,3.51,3.49,1.26,1.88,1.22,1.49,0.27,0,1.75,1.62
Yaf2,15.62,12.89,12.28,11.19,5.98,10.63,3.28,18.78,12.25,14.67,21.12
Yars,30.69,60.34,45.24,33.51,30.59,32.09,52.85,54.12,29.94,19.06,14.03
Ybx1,50.13,81.96,79.59,70.57,90.42,61.61,63.43,66.11,131.12,75.47,89.35
Yeats2,3.62,6.89,5.28,3.15,3.84,2.2,0.53,4.56,3.07,0.6,2.27
Yeats4,42.83,73.19,29.1,63.43,35.94,64.62,57.03,41.25,47.9,53.48,36.36
Yif1a,14.35,56.21,11.21,42.39,30.87,35.61,44.22,28.34,52.8,12.5,14.93
Yif1b,14.82,17.34,22.98,45.2,27.5,47.21,28.21,23.08,27.43,15.4,23.43
Yipf1,52.53,51.86,30.98,46.22,38.26,57.57,34.39,48.74,46.17,33.37,43.87
Yipf2,2.32,1.31,4.7,7.1,9.2,4.17,6.79,6.19,9.96,2.66,5.68
Yipf3,108.04,151.18,155.33,132.75,131.72,161.42,137.86,94.32,156.89,120.5,95.34
Yipf4,41.08,48.42,37.71,68.34,28.96,54.13,134.38,24.51,14.6,27.76,35.19
Yipf5,20.58,25.93,42.96,26.97,31.58,26.58,16.61,15.45,18.85,12.58,14.55
Yipf6,10.93,9.63,17.06,7.63,18.76,18.15,21.31,9.23,21.74,13.65,11.28
Yju2,28.2,30.95,25.88,30.92,21.99,25.89,24.37,39.8,31.31,10.82,24.59
Ykt6,33.96,29.79,20.65,30.13,27.22,26.27,23,22.63,43.14,18.32,19.49
Ylpm1,14.33,8.01,19.97,26.6,8.13,7.26,7.42,11.36,11.58,10.06,4.82
Yme1l1,44.74,52.99,81.12,42.88,64.47,41.69,44.33,53.31,36.7,40.41,47.03
Yod1,6.22,13.07,15.73,10.1,7.84,10.66,6.43,8.13,4.54,6.6,6.14
Ypel3,78.21,72.09,79.32,58.04,61.32,61.6,47.41,53.27,70.77,47.85,55.03
Ypel5,74.15,83.24,107.64,92.58,65.88,81.77,70.32,56.77,66.69,79.86,70.76
Yrdc,15.91,20.84,30.08,14.39,11.72,25.11,51.65,28.06,35.49,13.99,32.02
Ythdc1,64,64.19,57.8,85.28,66.65,90.31,39.65,60.27,57.51,62.32,57.6
Ythdc2,10.81,5.14,4.62,5.45,4.92,1.8,3.41,2.98,18.61,8.86,0.81
Ythdf1,9.25,16.38,25.45,22.07,19.9,20.83,22.09,22.07,13.88,15.77,18.37
Ythdf2,25.33,46.62,43.93,22.93,24.36,33.27,25.58,29.17,24.89,11.48,21.16
Ythdf3,48.57,45.67,33.2,47.86,57.87,31.75,32.32,32.03,34.39,39.02,31.49
Ywhab,64.71,103.86,52.88,89.09,86.33,89.1,86.91,57.49,89.09,81.39,85.42
Ywhae,139.86,226.57,148.4,203.61,145.57,186.43,238.82,203.69,168.57,162.34,169.04
Ywhag,79.94,113.81,80.18,95.59,52.5,99.52,120.58,104.81,86.59,74.12,65.19
Ywhah,201.07,129.56,152.57,136.15,112.1,140.2,115.11,160.8,111.1,90.85,109.99
Ywhaq,59.55,98.13,73.36,80.11,85.15,82.18,95.92,73.98,61.46,62.65,85.53
Ywhaz,178.25,290.76,214.52,242.8,318.79,248.05,294.07,260.18,236.06,265.73,248.93
Yy1,11.87,11.15,5.98,14.13,8.68,15.49,11.02,10.78,14.55,9.44,10.87
Yy2,3.01,1.81,1.64,1.87,4.84,0.94,0.44,2.13,4.02,2.77,0.4
Zbed4,3.97,2.53,2.85,1.06,1.62,1.88,4.1,2.43,5.72,3.37,10.82
Zbp1,15.57,18.53,15.96,23.29,25.8,7.07,27.41,28.16,20.02,14.46,39.74
Zbtb1,8.09,8.44,5.32,9.32,10.24,9,3.83,6.16,9.81,6.89,9.72
Zbtb10,3.61,1.58,1.7,4.24,2.42,1.96,1.52,3.24,2.15,3.78,3.81
Zbtb11,74.07,81.83,54.95,87.35,98.17,71.35,53.19,52.74,51.03,50.24,54.94
Zbtb14,3.35,3.2,3.13,1.48,0.89,0.43,2.05,0.36,0.5,1.98,3.83
Zbtb16,7.65,2.78,3.76,6.16,6.97,2.5,3.34,4.43,4.71,8.71,5.3
Zbtb17,8.66,12.65,18.43,13.86,7.43,12.03,8.92,16.42,9.87,12.19,11.22
Zbtb2,26.96,19.6,16.14,12.54,41.57,11.05,13.22,13.03,16.15,27.84,29.76
Zbtb20,15.68,12.89,7.54,14.38,10.21,7.74,3.17,7.64,2.17,6,6.3
Zbtb21,53.11,29.23,25.9,40.09,44.01,25.79,18.67,21.38,25.91,31.2,14.57
Zbtb22,3.12,3.07,9.94,8.1,11.76,12.46,8.08,7.74,8.2,5.21,7.92
Zbtb24,34.53,25.9,34.5,23.23,22.62,19.85,18.66,27.81,24.62,18.51,14.54
Zbtb25,9.58,11.57,12.31,15.48,17.15,15.33,11.37,12.59,11.77,12.32,15.49
Zbtb26,2.05,0.59,0.74,1,1.28,2.16,1.03,1.62,2.75,1.62,1.27
Zbtb33,5.63,3.51,5.69,3.79,2.71,3.29,3.77,5.34,5.23,1.81,2.14
Zbtb37,3.94,6.57,4.2,5.32,6.04,8.75,2.8,1.99,0.62,4.46,0.96
Zbtb38,7.86,12.96,10.59,9.81,12.19,7.05,4.32,9.24,4.31,6.5,6.69
Zbtb39,1.58,2.82,2.13,4.45,4.93,4,3.11,3.24,2.63,2.04,2.35
Zbtb4,1.64,1.96,2.19,1.45,2.61,1.03,0.98,2.13,1.1,2.2,1.91
Zbtb40,5.73,4.12,5.47,2.96,4.07,4.76,4.01,4.75,4.19,2.95,3.16
Zbtb41,1.73,2.11,2.67,1.36,5.81,2.68,1.25,1.39,1.18,2.12,3.5
